26/09;Día Mundial de Prevención del Embarazo no Planificado en Adolescentes
26/09;Día Europeo de las Lenguas
26/09;Día Mundial de los Nacimientos Múltiples
26/09;Día Interamericano de las Relaciones Públicas
27/09;Día Mundial del Turismo
27/09;Día Europeo del Donante de Médula Ósea
27/09;Día Mundial de la Leche Escolar
28/09;Día Marítimo Mundial
28/09;Día Internacional del Derecho de Acceso Universal a la Información
28/09;Día Mundial contra la Rabia
28/09;Día Mundial de las Noticias
28/09;Día de Acción Global por el acceso al aborto legal y seguro
28/09;Día Internacional del Síndrome Arnold Chiari
29/09;Día Mundial del Corazón
29/09;Día Internacional de Concienciación sobre la Pérdida y el Desperdicio de Alimentos
29/09;Día Mundial de la Trombocitopenia Inmune Primaria
30/09;Día Internacional de la Traducción
30/09;Día Internacional del Derecho a la Blasfemia
30/09;Día Internacional del Podcast
30/09;Día Internacional de Concienciación con la Distrofia Muscular de Cintura
30/09;Día Internacional del Conejo
30/09;Día Mundial de las Leucodistrofias
1/10;Día Internacional de las Personas de Edad
1/10;Día Mundial de la Astronomía (en Otoño)
1/10;Día Internacional del Café
1/10;Día Internacional de la Música
1/10;Día Europeo de la Depresión
1/10;Día Internacional del Vegetarianismo
1/10;Día Internacional de la Enfermedad de Gaucher
1/10;Día Mundial de la Urticaria Crónica
1/10;Día Internacional de la Hepatitis C
2/10;Día Internacional de la No Violencia
2/10;Día Mundial del Hábitat
2/10;Día Mundial de la Arquitectura
2/10;Día Internacional de los Inquilinos
2/10;Día Internacional de la Biblioteca Escolar
4/10;Día Mundial de los Animales
5/10;Día Mundial de los Docentes
5/10;Día Internacional de la Educación Vial
5/10;Día Mundial de James Bond
6/10;Día Internacional de la Geodiversidad
6/10;Día Mundial de la Sonrisa
6/10;Día Mundial de la Parálisis Cerebral
6/10;Día Mundial de la Tabla de Multiplicar
7/10;Día Mundial del Algodón
7/10;Jornada Mundial por el Trabajo Decente
7/10;Día Internacional de la Neuralgia Trigeminal
7/10;Día Mundial del Paciente Ostomizado
7/10;Día Interamericano del Agua
8/10;Día de los Tíos
8/10;Día Internacional del Pulpo
8/10;Día Internacional de la Dislexia
8/10;Día Internacional de la Podología
9/10;Día Mundial del Correo
9/10;Día Europeo del Arte Rupestre
9/10;Día de Acción de Gracias (Canadá)
10/10;Día Mundial de la Salud Mental
10/10;Día Mundial contra la Pena de Muerte
10/10;Día Internacional de Ada Lovelace
10/10;Día Mundial de las Personas Sin Hogar
11/10;Día Internacional de la Niña
11/10;Día Mundial de la Carretera
11/10;Día Internacional contra el Fracking
11/10;Día de la Solidaridad con los Presos Políticos de Sudáfrica
12/10;Día Mundial de la Visión
12/10;Día de la Raza o Día del Respeto a la Diversidad Cultural
12/10;Día Mundial de la Artritis Reumatoide
12/10;Día Internacional contra la Gestión Digital de Restricciones (DRM)
13/10;Día Internacional para la Reducción de los Desastres
13/10;Día Mundial del Huevo
13/10;Día Mundial de la Trombosis
13/10;Día Internacional del Lenguaje Claro
13/10;Día Mundial de los Jardines Botánicos
14/10;Día Mundial de las Aves Migratorias
14/10;Día Mundial de la Costurera
14/10;Día Mundial de la Espirometría
14/10;Día Europeo de la Donación y el Trasplante de Órganos
14/10;Día Mundial de los Cuidados Paliativos
14/10;Día Mundial de la Normalización o Estándares
14/10;Día Mundial de la Donación de Órganos, Tejidos y Trasplantes
15/10;Día Mundial del Lavado de Manos
15/10;Día Internacional de las Mujeres Rurales
15/10;Día de la Madre (Argentina)
15/10;Día Mundial de la Ambliopía
15/10;Día Mundial del Bastón Blanco
15/10;Día Mundial de Concienciación sobre la Muerte Gestacional, Perinatal y Neonatal
16/10;Día Mundial de la Alimentación
16/10;Día Mundial del Pan
16/10;Día Mundial del Anestesiólogo
16/10;Día Mundial de la Columna Vertebral
16/10;Día Internacional del Jefe
16/10;Día Mundial de la Parada Cardiaca
17/10;Día Internacional para la Erradicación de la Pobreza
17/10;Día Mundial contra el Dolor
18/10;Día Mundial de Protección de la Naturaleza
18/10;Día Mundial de la Menopausia
18/10;Día Europeo contra la Trata de Seres Humanos
18/10;Día Internacional de los Pronombres
18/10;Día Internacional de la Reconstrucción Mamaria
18/10;Día Mundial de la Dignidad
18/10;Día Mundial de la Ética
19/10;Día Internacional de la Lucha contra el Cáncer de Mama
19/10;Día Internacional de las Catedrales
19/10;Día de la Resolución de Conflictos
20/10;Día Mundial de la Estadística
20/10;Día Mundial de la Osteoporosis
20/10;Día Internacional de Concienciación sobre los Trastornos del Desarrollo del Lenguaje
20/10;Día Internacional del Chef
20/10;Día Internacional del Controlador Aéreo
20/10;Día Internacional de las mastocitosis y patologías mastocitarias
21/10;Día Mundial del Ahorro de Energía
21/10;Día Mundial de la Ingeniería Clínica
21/10;Día Internacional del Perezoso
21/10;Día Internacional de la Observación de la Luna
21/10;Día Mundial de la Reparación
22/10;Día Internacional de la Tartamudez
22/10;Día Internacional de la Oscilación
22/10;Día Internacional del Síndrome de Phelan-McDermid
22/10;Jornada Mundial de las Misiones o Domund
23/10;Día Mundial de Acción para la Supervivencia Infantil
23/10;Día Internacional del Leopardo de las Nieves
23/10;Día Internacional del Síndrome de Kabuki
23/10;Día Mundial del Mol
24/10;Día Internacional contra el Cambio Climático
24/10;Día de las Naciones Unidas
24/10;Día Mundial contra la Polio
24/10;Día Mundial de Información sobre el Desarrollo
24/10;Día Internacional de las Bibliotecas
25/10;Día Mundial de la Ópera
25/10;Día Mundial de Karate
25/10;Día Internacional del Artista
25/10;Día Mundial de las Personas de Talla Baja
25/10;Día Internacional de la Piel de Mariposa
25/10;Día Mundial de los Síndromes Mielodisplásicos (SMD)
25/10;Día Europeo de la Justicia
26/10;Día Mundial de la Suegra
26/10;Día de la Conciencia para la Comunidad Intersexual
27/10;Día Mundial del Patrimonio Audiovisual
27/10;Día Mundial de la Terapia Ocupacional
27/10;Día Internacional de la Corrección o Día del Corrector de Textos
28/10;Día Mundial de la Animación
28/10;Día Mundial del Judo
29/10;Dia Internacional del Gato (EEUU)
29/10;Día Mundial por el Decrecimiento
29/10;Día del Cambio de Hora en Europa (octubre)
29/10;Día Mundial del Ictus
29/10;Día Mundial de la Psoriasis
30/10;Día Mundial del Fisicoculturismo
30/10;La Noche del Diablo
31/10;Halloween
31/10;Día Mundial de la Ciudades
31/10;Día Mundial del Ahorro
31/10;Día Internacional del Arroz
1/11;Día de Todos los Santos
1/11;Día Mundial de la Ecología
1/11;Día Mundial del Veganismo
1/11;Día Mundial de la Acromegalia
2/11;Día Internacional para poner fin a la impunidad de los crímenes contra periodistas
2/11;Día Internacional contra la Violencia y el Acoso Escolar
2/11;Día Mundial del Ballet
2/11;Día de Difuntos
2/11;Día Mundial de la Preservación Digital
2/11;Día Internacional de la Gestión de Proyectos
3/11;Día Internacional de las Reservas de la Biosfera
3/11;Día Mundial del Sandwich
3/11;Día Internacional del Joyero y Relojero
4/11;Día de la UNESCO
5/11;Día Mundial Concienciación sobre Tsunamis
5/11;Día Mundial del Idioma Romaní
5/11;Día Internacional del Payaso
5/11;Día Internacional de las Personas Cuidadoras
6/11;Día para prevenir la explotación del Medio Ambiente en la guerra y los conflictos armados
6/11;Día de Visibilidad del Síndrome de Sudeck
6/11;Día Mundial del Saxofón
6/11;Día del Paludismo en las Américas
7/11;Día Internacional de la Física Médica
8/11;Día Mundial del Urbanismo
8/11;Día Mundial de la Radiología
8/11;Día de la Solidaridad Intersexual
9/11;Día del Inventor Internacional
9/11;Día Mundial de la Adopción
9/11;Día Mundial de la Usabilidad
9/11;Día Mundial de la Calidad
9/11;Día Internacional contra el Fascismo y el Antisemitismo
10/11;Día Mundial de la Ciencia para la Paz y el Desarrollo
10/11;Día Mundial de los Record Guinness
10/11;Día Internacional contra el cáncer neuroendocrino (NET)
10/11;Día Internacional de la Contabilidad
11/11;Día del Soltero
11/11;Día de las Librerías
11/11;Día Mundial del Shopping
11/11;Día Mundial del Origami
11/11;Día del Recuerdo o Día de la Amapola
12/11;Día Mundial contra la Neumonía
13/11;Día Mundial de la Bondad
13/11;Día Mundial de los Sistemas de Información Geográfica
13/11;Día Internacional de la Enfermedad de Huntington
13/11;Día Mundial del Enoturismo
13/11;Día Mundial de los Huérfanos
14/11;Día Mundial de la Diabetes
14/11;Día Internacional contra el tráfico ilícito de Bienes Culturales
14/11;Día Internacional de los Vendedores Ambulantes
15/11;Día Mundial sin Alcohol
15/11;Día Mundial de la Sangre del Cordón Umbilical
15/11;Día Europeo de la Distonía
15/11;Día Mundial de la Enfermedad Pulmonar Obstructiva Crónica
16/11;Día Mundial de la Filosofía
16/11;Día Internacional para la Tolerancia
16/11;Día Internacional del Flamenco
16/11;Día Internacional del Patrimonio Mundial
16/11;Día Mundial del Cáncer de Páncreas
16/11;Día de la Empresa Social
17/11;Día Internacional de Lucha contra el Cáncer de Pulmón
17/11;Día Internacional de los Estudiantes
17/11;Día Mundial del Niño Prematuro
17/11;Día Mundial de la Vasectomía
17/11;Día Internacional del Síndrome de Smith Magenis
18/11;Día Internacional del Arte Islámico
18/11;Día Mundial del Paciente Anticoagulado
18/11;Día Mundial para Prevenir la Explotación, los Abusos y la Violencia Sexuales contra los Niños y Promover la Sanación
18/11;Día Europeo para la protección de los niños de la explotación sexual
18/11;Día Europeo del uso prudente de antibióticos
19/11;Día Internacional del Hombre
19/11;Día Mundial del Saneamiento o Retrete
19/11;Día Mundial en Recuerdo de las Víctimas de Accidentes de Tráfico
19/11;Día Internacional de la Mujer Emprendedora
20/11;Día Universal del Niño
20/11;Día de la Industrialización de África
20/11;Día Internacional de la Memoria Transexual
21/11;Día Mundial de la Televisión
21/11;Día Mundial del Saludo
21/11;Día Mundial de la Pesca
21/11;Día Internacional de la Espina Bífida
22/11;Día Internacional del Músico o Día de la Música
22/11;Día Internacional del Síndrome 22q11 (edición de noviembre)
23/11;Día Internacional de la Palabra
23/11;Día de Acción de Gracias
23/11;Día Mundial de Fibonacci
23/11;Día del Profesor de Francés
23/11;Día Internacional del Asesor de Imagen
23/11;Día Europeo de los Sin Techo
24/11;Día Mundial de la Evolución
24/11;Día de No Comprar Nada (BND Buy Nothing Day)
24/11;Black Friday
24/11;Día Internacional del Ingeniero de Sistemas
25/11;Día Internacional para la Eliminación de la Violencia contra la Mujer
26/11;Día Mundial del Olivo
26/11;Día Mundial contra el uso indiscriminado de Agroquímicos
26/11;Día Mundial del Acceso a la Educación Superior
27/11;Ciber Monday
28/11;Giving Tuesday o Día para Dar
29/11;Día Internacional de la Solidaridad con el Pueblo Palestino
29/11;Día Mundial de la Conservación del Jaguar
29/11;Día Internacional de las Defensoras de Derechos Humanos
29/11;Día Mundial del Oso Hormiguero
29/11;Día de Concienciación sobre el Síndrome de Menkes
30/11;Día de Conmemoración de todas las víctimas de la guerra química
30/11;Día Internacional de la Seguridad Informática
30/11;Día Internacional de la lucha contra los Trastornos de la Conducta Alimentaria (TCA)
30/11;Día del Influencer
1/12;Día Mundial del SIDA
1/12;Día Internacional de los Presos por la Paz
1/12;Día Panamericano de la Farmacia
2/12;Día Mundial del Futuro
2/12;Día Internacional de la Abolición de la Esclavitud
3/12;Día Internacional de las Personas con Discapacidad
3/12;Día Internacional del Médico
3/12;Día Internacional del Cine 3D
3/12;Día Mundial del no uso de Plaguicidas
3/12;Día Internacional del Euskera
3/12;Día Europeo del Síndrome de Marfan
4/12;Día Internacional de los Bancos
4/12;Día Internacional del Guepardo
4/12;Día del Minero
5/12;Día Internacional de los Voluntarios
5/12;Día Mundial del Suelo
7/12;Día Internacional de la Aviación Civil
9/12;Día Internacional contra la Corrupción
9/12;Día Internacional contra el Genocidio
9/12;Día Internacional del Laicismo y la Libertad de Conciencia
9/12;Día Mundial de la Informática
9/12;Día Internacional de la Dignidad de las Niñas, Niños y Adolescentes Trabajadores 
10/12;Día de los Derechos Humanos
10/12;Día Internacional de los Derechos de los Animales
10/12;Día Internacional de la Radio y la Televisión a favor de la Infancia
10/12;Día Internacional del Canto Coral
11/12;Día Internacional de las Montañas
12/12;Día Internacional de la Cobertura Sanitaria Universal
12/12;Día Internacional de la Neutralidad
12/12;Día Internacional del Lince Ibérico
12/12;Día Mundial de la Disfagia
14/12;Día Mundial del Mono
15/12;Día Mundial del Otaku
17/12;Día Internacional para poner fin a la violencia contra las trabajadoras sexuales
18/12;Día Internacional del Migrante
18/12;Día Mundial de la Lengua Árabe
20/12;Día Internacional de la Solidaridad Humana
20/12;Día Mundial del Escepticismo
20/12;Día Mundial de la Sangría
21/12;Solsticio de Invierno
21/12;Solsticio de Verano en el Hemisferio Sur
21/12;Día Internacional del Cortometraje
21/12;Día Mundial del Snowboard
24/12;Nochebuena
25/12;Navidad
26/12;Día de las Cajas - Boxing Day
27/12;Día Internacional de la Preparación ante las Epidemias
28/12;Día de los Inocentes
28/12;Día internacional de los Días Mundiales
30/12;Día Internacional del Cine Indio
31/12;Nochevieja
